source_id,display_name,publisher,type,issns,is_valid,is_distinct,duplicate_of,concern
S7407060325,Russian Association for the Study of Pain,Deactivated repositories,repository,,False,True,,"The name is a professional association/organization, not a scholarly venue, and the publisher ""Deactivated repositories"" suggests a junk/deactivated record."
S7407060327,RUSSIAN SOCIETY OF HISTORIANS OF MEDICINE,Deactivated repositories,repository,,False,True,,"The name is a bare organization/society name with publisher ""Deactivated repositories"" and no ISSNs, suggesting an organization masquerading as a venue rather than a genuine scholarly source."
S7407060329,"LLC ""NETWORK INSTITUTE OF ADDITIONAL PROFESSIONAL EDUCATION""",Deactivated repositories,repository,,False,True,,"The name is a bare organization/company name (""Network Institute of Additional Professional Education"") rather than a scholarly venue title, and the publisher ""Deactivated repositories"" suggests a junk record."
S7407060332,Sputnik+ Publishings,Deactivated repositories,repository,,False,True,,"The name ""Sputnik+ Publishings"" with publisher ""Deactivated repositories"" looks like a junk or test record rather than a genuine scholarly venue."
S7407060335,"National association of specialists in thrombosis, clinical haemostasiology and haemorheology",Repositories moved to a different RA,repository,,False,True,,"The display name is that of a professional association/organization rather than a scholarly venue, and the publisher field (""Repositories moved to a different RA"") is a metadata note, not a real publisher."
S7407060337,Saint Petersburg State Institute of Technology,Deactivated repositories,repository,,False,True,,"The display name is a university/institution name rather than a repository venue title, and the publisher ""Deactivated repositories"" suggests this is a defunct/placeholder record."
S7407060345,ABSU,Eko-Konnect,repository,,False,True,,"""ABSU"" is a bare acronym (likely Abia State University) with no ISSN, appearing to be an institution name rather than a genuine scholarly venue title."
S7407060447,HMRI (RoyLab),HMRI (RoyLab),repository,,False,True,,"The name ""HMRI (RoyLab)"" appears to be a lab/organization identifier rather than a genuine scholarly repository, with no ISSN and the display name identical to the publisher."
S7407060453,LAMMA DIGITAL TWIN,Laboratorio di Monitoraggio e Modellistica Ambientale per lo sviluppo sostenibile,repository,,False,True,,"""LAMMA DIGITAL TWIN"" appears to be a specific geoportal/web application feature rather than a genuine scholarly repository or publishing venue."
S7407060459,HEULDINS,HEULDINS,repository,,False,True,,"""HEULDINS"" is a garbled/nonsensical name with an identical publisher, no ISSNs, and no indication of being a genuine scholarly venue."
S7407060461,Société de l’Electricité et l’Electronique,Société de l’Electricité et l’Electronique,repository,,False,True,,"The display_name is identical to the publisher name, indicating a bare organization name masquerading as a venue rather than a genuine scholarly repository or journal."
S7407060471,Société des Neurosciences,Société des Neurosciences,repository,,False,True,,"This appears to be a bare organization/society name (""Société des Neurosciences"") with the same publisher, no ISSNs, and an unrelated INIST homepage, so it looks like an organization masquerading as a venue rather than a genuine scholarly source."
S7407060473,Astrakhan State Medical University,Deactivated repositories,journal,,False,True,,"The name is a bare institution/organization (Astrakhan State Medical University) with publisher ""Deactivated repositories"" and no ISSNs, so it appears to be an organization masquerading as a journal rather than a genuine venue."
S7407060474,Foundation for Science and Education,Deactivated repositories,repository,,False,True,,"The name ""Foundation for Science and Education"" with publisher ""Deactivated repositories"" appears to be an organization/deactivated repository name rather than a genuine scholarly venue."
S7407060481,"Federal State Budgetary Educational Institution of Higher Education ""Yaroslav-the-Wise Novgorod State University""",Deactivated repositories,repository,,False,True,,"The record is a bare organization/university name marked as a ""Deactivated repositories"" publisher, appearing to be an institution name masquerading as a venue rather than a genuine scholarly venue title."
S7407060482,"Association ""PAAS""",Repositories moved to a different RA,repository,,False,True,,"The name ""Association \""PAAS\"""" appears to be a bare organization/association name rather than a scholarly venue title, and the publisher field (""Repositories moved to a different RA"") is an administrative note, not a real publisher."
S7407060486,Summer School in Russian Literature,Deactivated repositories,repository,,False,True,,"""Summer School in Russian Literature"" reads as an event/program name rather than a scholarly venue, and the publisher ""Deactivated repositories"" strongly suggests a junk or defunct record."
S7407060501,Stanford Humanities Center,Stanford University Libraries,journal,,False,True,,"The display name is an organization (Stanford Humanities Center) rather than the actual journal; the homepage points to the journal ""Dibur,"" suggesting the venue name is misattributed to a hosting institution."
S7407060502,Ada Lovelace Institute,The Ada Lovelace Institute,repository,,False,True,,"This appears to be a research organization/institute name masquerading as a venue rather than a genuine scholarly repository, with no ISSN or clear venue identity."
S7407060513,Anwar Gargash Diplomatic Academy,Anwar Gargash Diplomatic Academy,repository,,False,True,,The display name is identical to the publisher and appears to be a bare organization/academy name rather than a distinct scholarly venue title.
S7407060514,Therapeutic Innovation Australia,Therapeutic Innovation Australia,repository,,False,True,,"The display_name and publisher are identical to an organization name (Therapeutic Innovation Australia is a national research infrastructure body), suggesting an organization masquerading as a venue rather than a genuine scholarly repository."
S7407060516,AMA Service GmbH,Repositories moved to a different RA,repository,,False,True,,"""AMA Service GmbH"" appears to be a company/organization name rather than a genuine scholarly venue, and the publisher field (""Repositories moved to a different RA"") is administrative boilerplate, not a real publisher."
S7407060517,Apeiron WSBPI,Deactivated repositories,repository,,False,True,,"Publisher ""Deactivated repositories"" and a cryptic suffix suggest a defunct/junk repository record rather than a genuine active venue; it is unrelated to the De Gruyter journal ""Apeiron""."
S7407060524,Hochschule Sachsen-Anhalt,Deactivated repositories,repository,,False,True,,"The name is a bare institution/university name with a ""Deactivated repositories"" publisher, suggesting an organization masquerading as a venue rather than a genuine scholarly repository."
S7407060525,Hüttentechnische Vereinigung der Deutschen Glasindustrie e.V.,Deactivated repositories,repository,,False,True,,"The name is an industry association/organization (""Hüttentechnische Vereinigung der Deutschen Glasindustrie e.V."") rather than a scholarly venue title, and the publisher field ""Deactivated repositories"" suggests a junk/deactivated record."
S7407060527,Lublin University of Technology,Repositories moved to a different RA,repository,,False,False,S4306400364,"The name is a bare institution name rather than a venue title, and it appears to be the same repository as the existing ""Lublin University of Technology Digital Library"" candidate."
S7407060528,MB-Mediasports,Deactivated repositories,repository,,False,True,,"The name ""MB-Mediasports"" with publisher ""Deactivated repositories"" and no ISSNs appears to be a defunct/junk record rather than a genuine scholarly venue."
S7407060530,Prior Art Publishing GmbH,Deactivated repositories,repository,,False,True,,"""Prior Art Publishing GmbH"" is a bare company/organization name with publisher ""Deactivated repositories,"" which suggests a defunct/junk record rather than a genuine scholarly venue."
S7407060537,International Atomic Energy Agency,Deactivated repositories,repository,,False,False,S4306473300,"The name is a bare organization name with a ""Deactivated repositories"" publisher, and it corresponds to the existing IAEA eBooks platform."
S7407060540,University of Jos,University of Jos,repository,,False,False,S4406922525,"The name ""University of Jos"" is a bare institution name, not a venue title, and it duplicates the existing ""University of Jos Institutional Repository""."
S7407060541,UQAM-DEV,Université du Québec à Montréal,repository,,False,True,,"The name ""UQAM-DEV"" appears to be a development/test placeholder rather than a genuine scholarly repository."
S7407060545,Radar electoral. La campaña presidencial en redes sociales,"Universidad de Los Andes, Chile",repository,,False,True,,"The name ""Radar electoral. La campaña presidencial en redes sociales"" reads as a project or publication title rather than a genuine scholarly venue/repository."
S7407060552,Amt für Statistik Berlin-Brandenburg,Deactivated repositories,repository,,False,True,,"""Amt für Statistik Berlin-Brandenburg"" is a government statistics office (organization name), not a scholarly venue, and the publisher field ""Deactivated repositories"" signals a junk/deactivated record."
S7407060554,VisitLab,CINECA - Consorzio Interuniversitario,repository,,False,True,,"""VisitLab"" appears to be a lab/group name (a CINECA visualization laboratory) rather than a genuine scholarly repository or venue, and it has no ISSN."
S7407060555,Cineca Press Office,CINECA - Consorzio Interuniversitario,repository,,False,True,,"""Cineca Press Office"" is an organizational/PR office name, not a genuine scholarly venue such as a journal or repository."
S7407060561,Würzburger Vorlesungsverzeichnisse,Universität Würzburg,journal,,False,True,,"""Würzburger Vorlesungsverzeichnisse"" means ""Würzburg course catalogs/lecture directories,"" which is administrative university material rather than a genuine scholarly venue."
S7407060566,FigureTwo,FigureTwo,repository,,False,True,,"""FigureTwo"" with identical publisher name and no ISSN looks like a junk/placeholder record rather than a genuine scholarly repository."
S7407060567,UM6SS,Mohammed VI University of Sciences and Health (UM6SS),repository,,False,True,,"The display name ""UM6SS"" is a bare acronym of the publishing organization (Mohammed VI University of Sciences and Health), not an actual repository or venue title."
S7407060569,Centre for Childhood and Youth Research (CCY),University of Luxembourg,repository,,False,True,,"This appears to be a research centre/organization name rather than a genuine scholarly venue, with no ISSN."
S7407060570,eFin-Blog,Zentrum verantwortungsbewusste Digitalisierung - Technische Universität Darmstadt,journal,,False,True,,"""eFin-Blog"" appears to be a blog hosted by a university center rather than a genuine scholarly venue like a journal or repository, with no ISSN."
S7407060576,OMP,Universidad Técnica Federico Santa María,repository,,False,True,,"""OMP"" is likely a truncated/abbreviated placeholder (Open Monograph Press software name) rather than a genuine venue title, though the homepage suggests a legitimate university ebook platform."
S7407060601,LAB,"Freie Universität Berlin, Universitätsbibliothek",journal,,False,True,,"""LAB"" is an ambiguous, likely-truncated name with no ISSN, making it unclear whether it is a genuine scholarly journal."
S7407060607,GESIS - Center for Gender Relations in Academia,Leibniz Institute for the Social Sciences,repository,,False,True,,"This appears to be an organizational unit (GESIS CEWS - Center of Excellence Women and Science) rather than a genuine scholarly repository venue, with no ISSNs and a name that reads as an institution/center."
S7407060608,GESIS Tombstone Pages,Leibniz Institute for the Social Sciences,repository,,False,True,,"""GESIS Tombstone Pages"" refers to placeholder/redirect pages for deleted or moved records, not a genuine scholarly venue."
S7407060613,Carta della Natura,Istituto Superiore per la Protezione e la Ricerca Ambientale,repository,,False,True,,"""Carta della Natura"" is an Italian environmental cartography/mapping project by ISPRA, not a scholarly venue such as a journal or repository."
S7407060614,CN COS,Istituto Superiore per la Protezione e la Ricerca Ambientale,repository,,False,True,,"""CN COS"" is a cryptic abbreviation with no ISSN and no clear indication it is a genuine scholarly venue."
S7407060616,VAL,Istituto Superiore per la Protezione e la Ricerca Ambientale,repository,,False,True,,"""VAL"" is an ambiguous, likely truncated or abbreviated name that does not clearly identify a genuine scholarly venue."
S7407060623,Training by DataCite Team,National Research Council of Thailand,repository,,False,True,,"""Training by DataCite Team"" appears to be a placeholder/test artifact from DataCite metadata rather than a genuine scholarly venue."
S7407060649,NASA International Space Apps Challenge Copenhagen,Polyneme LLC,repository,,False,True,,"This appears to be a hackathon/event instance (NASA Space Apps Challenge, Copenhagen edition) rather than a genuine scholarly publishing venue."
S7407060655,IBSA-BISA,Perspective,repository,,False,True,,"""IBSA-BISA"" is an ambiguous acronym with no ISSN, and the publisher ""Perspective"" appears generic, making this look like an incomplete or dubious venue record rather than a clearly identifiable scholarly repository."
S7407060661,Bureau de Change Laboratory,University of Lancaster,repository,,False,True,,"""Bureau de Change Laboratory"" does not resemble a genuine scholarly repository name and reads as a random or spurious phrase rather than a legitimate venue."
S7407060664,Shortform Hosting at Oxford,Oxford University DOI Service,journal,,False,True,,"""Shortform Hosting at Oxford"" with publisher ""Oxford University DOI Service"" reads like a DOI/hosting service description rather than a genuine scholarly venue, and it has no ISSNs."
S7407060668,Deutsche Hochdruckliga e.V.,Deactivated repositories,repository,,False,True,,"""Deutsche Hochdruckliga e.V."" is the name of an organization/association (German Hypertension League), not a scholarly venue, and the publisher ""Deactivated repositories"" suggests a defunct/junk record."
S7407060669,European Academy for Allergology and Clinical Immunology,Deactivated repositories,repository,,False,False,S4306470382,"This is the EAACI organization name (a society, not a venue) on a deactivated-repositories publisher, and it matches the existing EAACI eBook platform source."
S7407060670,"TU Braunschweig, Institut für Psychologie, Abt. Gerontopsychologie",Deactivated repositories,repository,,False,True,,"This is a university department/organizational name (""Abt. Gerontopsychologie"") with publisher ""Deactivated repositories,"" not a genuine scholarly venue title."
S7407060673,Tabriz University of Medical Sciences,Tabriz University of Medical Sciences,repository,,False,True,,"The name is a bare institution/publisher name (a university) masquerading as a repository venue, not a specific scholarly venue title."
S7407060676,Joachim Herz Stiftung (Programmbereich Wirtschaft),Deactivated repositories,repository,,False,True,,"The publisher ""Deactivated repositories"" and the name referencing an organizational program area suggest this is a defunct/administrative entry rather than a genuine scholarly venue."
S7407060680,INRS-DEV,Institut National de la Recherche Scientifique,repository,,False,True,,"The name ""INRS-DEV"" looks like a development/test placeholder rather than a genuine scholarly venue, and no ISSN is present."
S7407060683,Earthmover PBC,Earthmover PBC (United States),repository,,False,True,,"""Earthmover PBC"" is a company/organization name matching its own publisher, not a genuine scholarly venue, and the homepage points to a software app rather than a repository of scholarly works."
S7407060684,Soziologisches Forschungsinstitut Göttingen (SOFI) e.V.,Soziologisches Forschungsinstitut Göttingen,repository,,False,True,,"This is the name of a research institute (an organization), not a scholarly venue/repository title; it appears to be a bare organization name masquerading as a source."
S7407061886,Whatever,Università di Pisa,journal,2611-657X,False,True,,"The display_name ""Whatever"" is a generic placeholder-like phrase rather than a genuine venue title, despite having an ISSN and publisher."
S7407062031,Geekerd,Geekerd,journal,2674-5887,False,True,,"""Geekerd"" as both display name and publisher looks like a junk/placeholder record rather than a genuine scholarly journal."
S7407059826,Universiteit van Amsterdam,UvA/HvA Library,repository,,True,False,S7407051103,"This is the DARE repository of the University of Amsterdam and matches existing source 7407051103 exactly in name, publisher, and type."
S7407059880,CERN Document Server,CERN - European Organization for Nuclear Research,repository,,True,False,S4306402194,This is the same CERN Document Server repository as existing candidates (which also duplicate each other under name variants).
S7407059896,Toubkal,Centre National pour la Recherche Scientifique et Technique (CNRST),repository,,True,False,S7407050947,"Identical to existing candidate: same name, publisher, and type (Toubkal, CNRST repository)."
S7407059916,Repositorio de Datos - Universidad de la Costa,Universidad de la Costa,repository,,True,False,S7407051109,"Same institutional repository as ""Repositorio Universidad de la Costa"" (same publisher); the homepage field is an email address rather than a URL."
S7407059946,Repositorio de Datos - Universidad Cooperativa de Colombia,Universidad Cooperativa de Colombia,repository,,True,False,S7407055412,"Likely the data-repository variant of the same institutional repository at Universidad Cooperativa de Colombia; homepage is an email address, not a URL."
S7407059956,ALT Proceedings / UB Bern,Repositories moved to a different RA,journal,,True,False,S4387284806,"Same ""ALT Proceedings"" venue from University of Bern (UB Bern), just a name variant with publisher metadata differences."
S7407059968,Uni Genf: Connexe,Repositories moved to a different RA,repository,,True,False,S7407051284,"""Uni Genf: Connexe"" appears to be a name variant of the existing ""Uni Genf"" repository from the University of Geneva."
S7407059987,The Royal Central School of Speech and Drama,Deactivated repositories,repository,,True,False,S4306480790,This appears to be a name variant of the existing Royal Central School of Speech and Drama repository/ebook platform for the same institution.
S7407060026,Aberystwyth Research Portal,Prifysgol Aberystwyth University,repository,,True,False,S4306401660,"This is the same institutional repository as the existing candidate, differing only by name/publisher variant."
S7407060027,HEALLINK,Deactivated repositories,repository,,True,False,S7407051611,HEALLINK is the Greek academic libraries consortium; this record appears to be a name variant of the existing HEALLINK research data repository.
S7407060030,Hellenic Mediterranean University,Deactivated repositories,repository,,True,False,S7407051620,"Same institutional repository as the existing ""Hellenic Mediterranean University (former TEI of Crete)"" record, just a name/publisher variant."
S7407060067,Institut de recherche et d'études sur le monde arabe et musulman,French National Centre for Scientific Research,repository,,True,False,S4306488045,"This IRMAM repository matches candidate 4306488045's eBooks platform (same institution, singular ""monde arabe et musulman""), differing only by type and the ""eBooks"" suffix."
S7407060091,Revista Portuguesa de Oncologia,Fundação para a Ciência e Tecnologia,journal,2182-8067,True,False,S5407040098,"Matches ""Revista Portuguesa Oncologia"" (candidate 5407040098) as a name variant of the same oncology journal, despite different ISSN/publisher metadata."
S7407060142,White Rose Research Online,University of Leeds,repository,,True,False,S4306400854,"Same White Rose Research Online repository as the existing record, just with a shorter publisher/name variant."
S7407060146,Massey University Library Ebooks,Massey University,repository,,True,False,S4306475623,"This appears to be a name variant of ""Massey University eBooks"" (same publisher and institution, both ebook repositories), so likely not distinct."
S7407060153,Mines Repository at Mountain Scholar,Colorado School of Mines Arthur Lakes Library,repository,,True,False,S7407052040,"Same Colorado School of Mines repository as candidate 7407052040, just a longer name variant (""Mines Repository at Mountain Scholar"" vs ""Mines Repository"")."
S7407060167,Animal Welfare. Etológia és tartástechnológia,MTAKIK bucket,journal,,True,False,S5406963575,"Matches candidate 5406963575 (Animal Welfare Etológia és Tartástechnológia), a Hungarian title variant of the same journal."
S7407060171,Keletkutatás - Kőrösi Csoma Társaság,MTAKIK bucket,journal,,True,False,S5406929776,"This is the same journal ""Keletkutatás"" published by the Kőrösi Csoma Társaság, just with the society name appended to the title."
S7407060174,Performa folyóirat (Eszterházy Károly Egyetem BTK),Repositories moved to a different RA,repository,,True,False,S4210185660,"The new record ""Performa folyóirat"" (Hungarian for ""Performa journal"") from Eszterházy Károly Egyetem BTK appears to be a repository/name variant of the existing ""Performa"" journal (id 4210185660)."
S7407060178,DataCite Data File Access,California Digital Library,repository,,True,False,S7407051062,"""DataCite Data File Access"" appears to be a name variant of the existing DataCite repository rather than a separate venue."
S7407060198,Aotearoa Genomic Data Repository,University of Auckland,repository,,True,False,S7407052221,Same repository name matches an existing record differing only in listed publisher; likely a duplicate.
S7407060226,Ekonomia i Środowisko,"Wydawnictwo ""Ekonomia i Środowisko""",repository,,True,False,S4306509027,"This appears to be the Polish journal ""Ekonomia i Środowisko,"" matching candidate 4306509027 (""Ekonomia i Środowisko - Economics and Environment""); also the type ""repository"" seems incorrect for a journal."
S7407060236,STUDIO-NOA,Deactivated repositories,repository,,True,False,S4306489774,"STUDIO-NOA is a name variant of the same Polish publisher venue ""STUDIO NOA eBooks"" (also related to the Silesia eBooks platform)."
S7407060241,Swedish National Data Service – Services and Resources,Svensk nationell datatjänst,repository,,True,False,S7407052745,"This appears to be a name variant of the existing ""Swedish National Data Service"" repository by the same publisher."
S7407060272,Cardiometry Journal,Deactivated repositories,repository,,True,False,S2737259216,"""Cardiometry Journal"" appears to be a name variant of the existing ""Cardiometry"" source (Russian New University), despite the odd publisher/type metadata."
S7407060326,EDITORIAL REUS,Deactivated repositories,repository,,True,False,S4306469779,"""EDITORIAL REUS"" matches the publisher/venue ""Editorial Reus eBooks"" (candidate 4306469779), differing mainly in the ""eBooks"" suffix and repository-vs-ebook-platform type."
S7407060352,NERC Open Research Archive,NERC Environmental Data Service,repository,,True,False,S4306400758,Same NERC Open Research Archive repository (same homepage/institution) appearing under a publisher name variant.
S7407060372,حسابداری مدیریت,"Central Library, Islamic Azad University",journal,2228-5938|2322-1321,True,False,S4306536781,"Exact same Persian title ""حسابداری مدیریت"" (Management Accounting) as the existing candidate, which lacks ISSNs but is likely the same journal."
S7407060380,Persian Language and Literature   مجله علمی پژوهشی زبان و ادب فارسی,"Central Library, Islamic Azad University",journal,,True,False,S5406943640,"The bilingual title ""Persian Language and Literature / مجله علمی پژوهشی زبان و ادب فارسی"" is a name/script variant of the existing ""Persian Language and Literature"" journal, likely the same venue."
S7407060381,مدیریت بازاریابی-Journal of Marketing Management,"Central Library, Islamic Azad University",journal,1735-949X|2008-255X,True,False,S4306537903,"The new source's Persian title ""مدیریت بازاریابی"" exactly matches the existing candidate, making it the same journal (with English translation and ISSNs added)."
S7407060382,Journal of Artificial Intelligence in Electrical Engineering,"Central Library, Islamic Azad University",journal,2345-4652,True,False,S4306515344,Identical display name to candidate 4306515344 which lacks ISSNs; this appears to be the same venue with ISSN added.
S7407060391,Women and Family Studies     زن و مطالعات خانواده,"Central Library, Islamic Azad University",journal,2008-7225|2476-700X,True,False,S4306534875,"The new record's English title ""Women and Family Studies"" matches the existing candidate exactly; likely the same journal with added Persian title and ISSNs."
S7407060426,Journal of Food Biosciences and Technology,"Central Library, Islamic Azad University",journal,2228-7086,True,False,S4306515577,Matches existing candidate 4306515577 with identical display name; new record just adds ISSN and publisher details.
S7407060428,دانش مالی تحلیل اوراق بهادار,"Central Library, Islamic Azad University",journal,2251-6859|2383-2789,True,False,S4306536818,Identical display name matches existing candidate; the new record adds ISSNs and publisher for the same journal.
S7407060444,KTISIS,Cyprus University of Technology,repository,,True,False,S4306400897,"KTISIS is the Cyprus University of Technology institutional repository, matching candidate 4306400897 (""Ktisis at Cyprus University of Technology"") by publisher, type, and homepage."
S7407060485,Издательство «Политехника»,Deactivated repositories,repository,,True,False,S4306491006,"Same publisher venue (""Издательство «Политехника»"") as the existing eBook platform candidate, just a name/type variant."
S7407060493,Russian State Agrarian University-Moskow Timiryazev Agricultural Academy,Deactivated repositories,repository,,True,False,S4306528919,"This is the same institution (Timiryazev Agricultural Academy) as the existing candidate, appearing as a name variant/repository split."
S7407060508,Qucosa SLUB Dresden:  Publikationsserver der Sächsischen Landes- Staats- und Universitätsbibliothek Dresden,Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden (SLUB Dresden),repository,,True,False,S7407051707,Both are the Qucosa repository platform; this record is the SLUB Dresden instance/variant of the same Saxon Qucosa system.
S7407060580,Australian Data Archive,Australian Research Data Commons,repository,,True,False,S7407050515,"Same repository as existing candidate, only differing in publisher attribution (ARDC now hosts the Australian Data Archive)."
S7407060598,DataverseNO,UiT The Arctic University of Norway,repository,,True,False,S7407050717,"Identical name, publisher, and type to existing candidate 7407050717; this is a duplicate of the DataverseNO repository."
S7407060606,GESIS Data Archive,Leibniz Institute for the Social Sciences,repository,,True,False,S7407051518,"Identical name, publisher, and type to existing candidate 7407051518; this is a duplicate."
S7407060612,TSpace: University of Toronto Research Repository,University of Toronto,repository,,True,False,S4306400261,This is a name variant of the existing TSpace University of Toronto research repository.
S7407060618,Digital Commons@Becker,Washington University in St. Louis Libraries,repository,,True,False,S4306400764,"This is the same Washington University Becker institutional repository as candidate 4306400764, just a name/publisher variant."
S7407060682,ceur-ws.org,German Informatics Society,repository,,True,False,S4306467538,"This is the same CEUR-WS.org venue as the existing ""CEUR-WS.org eBooks"" candidate, just a name/type variant."
S7407060817,Estudios de Teoría Literaria,Universidad Nacional de Mar del Plata,journal,2313-9676,True,False,S4306509880,"This is the same journal as candidate 4306509880 (""Estudios de Teoría Literaria - Revista digital: artes, letras y humanidades""), a name variant of the same venue."
S7407060884,Revista Multidisciplinar Pey Këyo Científico,Centro Universitário Estácio da Amazônia,journal,2525-8508,True,False,S4306527772,Candidate 4306527772 is the same journal with the ISSN appended to its display name.
S7407060887,Journal of Electrical and Computer Engineering Innovations,Shahid Rajaee Teacher Training University,journal,2322-3952|2345-3044,True,False,S4306515529,"Matches existing candidate ""Journal of Electrical and Computer Engineering Innovations (JECEI)"" which includes the acronym form of the same venue."
S7407060911,پژوهش‌های زبان‌شناختی در زبان‌های خارجی,The University of Tehran,journal,2588-4123|2588-7521,True,False,S4306536636,Same Persian journal title differing only by spacing/ZWNJ variants (Foreign Language Research at University of Tehran).
S7407060912,"Freedom, Security & Justice",Editoriale scientifica,journal,2532-2079,True,False,S4306510895,"Title is a shortened form of the existing ""Freedom, Security & Justice: European Legal Studies,"" indicating the same journal."
S7407060932,RiCognizioni,Università degli Studi di Torino,journal,2384-8987,True,False,S4306528532,"""RiCognizioni"" matches the existing ""RiCOGNIZIONI. Rivista di Lingue e Letterature straniere e Culture moderne,"" both published by the University of Turin, so it is the same journal."
S7407060950,Современное дошкольное образование,"Publishing House ""MOSAIKA-SINTEZ""",journal,2782-4519|2949-5962,True,False,S4306540234,"The new source ""Современное дошкольное образование"" appears to be a name variant of the existing ""Современное дошкольное образование. Теория и практика"" (likely the same journal with/without subtitle)."
S7407060985,پژوهشنامه علم سنجی,Shahed University,journal,2423-3773|2423-5563,True,False,S4306536572,"""پژوهشنامه علم سنجی"" and candidate ""پژوهش نامه علم سنجی"" are the same journal (Scientometrics Research Journal) differing only by spacing/orthography."
S7407060989,Práticas da História,Universidade Nova de Lisboa,journal,2183-590X,True,False,S4306523055,"The new source shares the title ""Práticas da História"" with the existing candidate, which uses the fuller name variant of the same journal."
S7407060990,Olimpia,Universidad de Granma,journal,1812-2094|1817-9088,True,False,S4306521444,"""Olimpia"" from Universidad de Granma matches candidate 4306521444, the fuller title of the same journal from the same institution."
S7407060994,Österreichisches Religionspädagogisches Forum,Universität Graz,journal,1018-1539,True,False,S4306521733,"The existing candidate is an abbreviated form (""Österr."") of the same journal title."
S7407061001,European Papers,European Papers (www.europeanpapers.eu),journal,2499-8249,True,False,S4306510142,"""European Papers"" with ISSN 2499-8249 is the online name variant of ""European Papers - A Journal on Law and Integration"" (same journal, same ISSN)."
S7407061004,Press Start,University of Glasgow,journal,2055-8198,True,False,S4306401287,"Same University of Glasgow venue ""Press Start"" appearing as a name variant with differing type (journal vs repository)."
S7407061013,AIB Studi,Associazione italiana biblioteche,journal,2239-6152|2280-9112,True,False,S4306501162,"""AIB Studi"" is the short form of ""AIB studi: Rivista di biblioteconomia e scienze dell'informazione,"" the same Italian library science journal."
S7407061049,HYBRIS: Revista de Filosofía,CENALTES,journal,0718-8382,True,False,S4306512508,"Matches candidate 4306512508 (""HYBRIS, Revista de Filosofía""), the same Spanish philosophy journal with a name-variant spelling."
S7407061050,زبان‌شناسی و گویش‌های خراسان,Ferdowsi University of Mashhad,journal,2008-7233|2383-269X,True,False,S4306536920,Same Persian journal title (Linguistics and Khorasan Dialects) with only minor spacing variation; existing record lacks ISSNs but is clearly the same venue.
S7407061057,La Zaranda de Ideas,Asociación de Arqueólogos Profesionales de la República Argentina,journal,1669-7456|1853-1296,True,False,S4306518298,This is the same Argentine archaeology journal; the candidate uses the fuller subtitle form of the same title.
S7407061061,Sisyphus,Universidade de Lisboa,journal,2182-8474|2182-9640,True,False,S4306530069,"""Sisyphus"" from Universidade de Lisboa matches the existing ""Sisyphus: Journal of Education,"" a name variant of the same venue."
S7407061069,Computer Assisted Methods in Engineering and Science,Institute of Fundamental Technological Research Polish Academy of Sciences,journal,2299-3649|2956-5839,True,False,S2764722602,"This is the renamed continuation of ""Computer Assisted Mechanics and Engineering Sciences"" (same IFTR PAS publisher, ISSN 1232-308X corresponds to the earlier title), so likely the same venue under a name variant."
S7407061077,"Journal for Religion, Film and Media",Karl Franzens Universität Graz,journal,2414-0201,True,False,S4306515242,"Matches candidate 4306515242 ""Journal for Religion, Film and Media (JRFM)"", the same venue with an abbreviation variant."
S7407061087,معماری و شهرسازی ایران,Iranian Scientific Association of Architecture & Urbanism,journal,2228-589X|2645-7148,True,False,S4306537994,"The new source ""معماری و شهرسازی ایران"" matches candidate 4306537994 ""معماری و شهرسازی ایران(JIAU)"", differing only by the parenthetical abbreviation."
S7407061092,Canadian Journal for New Scholars in Education,Canadian Society for Studies in Education,journal,1916-9221,True,False,S4306505609,"The new source is the English form of the existing bilingual title ""Canadian Journal for New Scholars in Education/ Revue canadienne des jeunes chercheures et chercheurs en éducation""."
S7407061101,Caminhos da Educação Matemática em Revista,Instituto Federal de Sergipe,journal,1983-7399|2358-4750,True,False,S4306505586,"Same journal as the existing ""(Online)"" variant, differing only by the print-vs-online naming suffix."
S7407061104,Disegnare con,University of L'Aquila,journal,1828-5961,True,False,S4306508133,"""Disegnare con"" and ""DISEGNARECON"" are the same journal (spacing variant), confirmed by matching ISSN context and University of L'Aquila publisher."
S7407061108,برنامه ریزی فضایی,University of Isfahan,journal,2228-7485|2476-3357,True,False,S4306536511,"The new source ""برنامه ریزی فضایی"" (Spatial Planning) from University of Isfahan matches the existing candidate whose name is the same title with a parenthetical discipline qualifier ""(جغرافیا)""."
S7407061132,Revista Órbita Pedagógica,Instituto Superior de Ciências de Educação do Huambo,journal,2409-0131,True,False,S4306527801,"Candidate 4306527801 ""Revista Órbita Pedagógica. ISSN 2409-0131"" is the same journal, matching by name and the identical ISSN embedded in its title."
S7407061142,آموزه‌‌های فلسفه اسلامي,Razavi University of Islamic Sciences,journal,2251-9386|2783-4026,True,False,S4306536482,"The new source is the same journal as the existing candidate, differing only in minor Persian orthographic/spacing variants of the title."
S7407061196,Guan'gai paishui xuebao,Science Press,journal,1672-3317,True,False,S4306511737,"""Guan'gai paishui xuebao"" is a transliteration variant of the existing ""Guangai Paishui Xuebao"" (Journal of Irrigation and Drainage)."
